"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"target_group";"rob";"rob_domain1";"rob_domain2";"rob_domain3";"rob_domain4";"rob_domain5";".id";".g";".g_se";"notes";"full_ref"
"165";"Leichsenring, 2013";"cbt";"wlc";"cbt";"wlc";"msd";"SPAI";"self-report";66,28;26,86;209;85,7;22,17;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90,19;19,26;209;89,91;18,09;79;"209";"79";"50";"21";2013;NA;"post";"n";"ind";"ind";"25";"Europe";"adul";"35.229999999999997";0,546;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Leichsenring_2013_msd_SPAI_post_NA_self-report_cbt_wlc_cbt_wlc";0,754655820239641;0,135782370613546;NA;"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 "
"166";"Leichsenring, 2013";"Other psy";"wlc";"dyn";"wlc";"msd";"SPAI";"self-report";76,67;24,89;207;85,7;22,17;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90,09;19,88;207;89,91;18,09;79;"207";"79";"58";"21";2013;NA;"post";"n";"ind";"ind";"25";"Europe";"adul";"35.229999999999997";0,546;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Leichsenring_2013_msd_SPAI_post_NA_self-report_dyn_wlc_dyn_wlc";0,372562769639905;0,133165672161179;NA;"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 "
"167";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"BAT";"cr";79,9;24,9;11;31,4;19,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,8;8,3;11;23,3;13,7;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_BAT_post_NA_cr_cbt_wlc_cbt_wlc";2,08404919544987;0,550560789251187;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"168";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"BAT";"cr";44,2;26,2;11;31,4;19,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,3;13,5;11;23,3;13,7;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_BAT_post_NA_cr_CT_wlc_CT_wlc";0,531709484697911;0,445211217937594;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"169";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"BAT";"cr";72,5;21,3;11;31,4;19,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,2;12,3;11;23,3;13,7;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_BAT_post_NA_cr_Exposure_wlc_Exposure_wlc";1,94482802007449;0,53723943344909;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"170";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"FNE";"self-report";18,1;10,2;11;21;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,9;4,9;11;20,5;9,8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc";0,275486548836747;0,439169422193975;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"171";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"FNE";"self-report";20,6;8,7;11;21;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,2;6,3;11;20,5;9,8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FNE_post_NA_self-report_CT_wlc_CT_wlc";0,0411206409932771;0,436981436072585;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"172";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"FNE";"self-report";21,6;5,8;11;21;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,2;5,3;11;20,5;9,8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FNE_post_NA_self-report_Exposure_wlc_Exposure_wlc";-0,0714035469405459;0,437082154433333;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"173";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"FQ-ar";"self-report";3,5;2;11;6,9;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,1;0,9;11;6,1;1,1;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQar_post_NA_self-report_cbt_wlc_cbt_wlc";2,03249230738811;0,545558490552258;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"174";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"FQ-ar";"self-report";5,1;2,1;11;6,9;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,2;1,3;11;6,1;1,1;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQar_post_NA_self-report_CT_wlc_CT_wlc";1,03364945046214;0,467452667633952;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"175";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"FQ-ar";"self-report";4,2;2,4;11;6,9;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,4;1,4;11;6,1;1,1;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQar_post_NA_self-report_Exposure_wlc_Exposure_wlc";1,38444173547279;0,490333014824074;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"176";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"FQ-SR";"self-report";3,1;1,8;11;6;1,8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,4;2;11;6;1,4;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQps_post_NA_self-report_cbt_wlc_cbt_wlc";1,54666666666667;0,502703662365231;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"177";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"FQ-SR";"self-report";4,2;1,5;11;6;1,8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1,6;11;6;1,4;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQps_post_NA_self-report_CT_wlc_CT_wlc";1,04795669777817;0,468274935746793;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"178";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"FQ-SR";"self-report";3,4;1,9;11;6;1,8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,7;1,7;11;6;1,4;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQps_post_NA_self-report_Exposure_wlc_Exposure_wlc";1,34678368523706;0,487615903394642;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"179";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"FQ-SA";"self-report";11,9;6,3;11;19,3;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,3;7,8;11;16,4;8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQSA_post_NA_self-report_cbt_wlc_cbt_wlc";0,992763157254277;0,465157503686137;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"180";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"FQ-SA";"self-report";15;6;11;19,3;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,9;8,5;11;16,4;8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQSA_post_NA_self-report_CT_wlc_CT_wlc";0,588137085014396;0,447040879529544;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"181";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"FQ-SA";"self-report";12;5,7;11;19,3;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,2;5,5;11;16,4;8;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_FQSA_post_NA_self-report_Exposure_wlc_Exposure_wlc";1,01773005533612;0,466549365582522;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"182";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"SIAS";"self-report";28,4;11,9;11;29,8;16;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,6;12,3;11;33;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SIAS_post_NA_self-report_cbt_wlc_cbt_wlc";0,0960503080461558;0,437204112236438;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"183";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"SIAS";"self-report";22,1;9,3;11;29,8;16;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,1;16,3;11;33;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SIAS_post_NA_self-report_CT_wlc_CT_wlc";0,572380054195944;0,446512174011101;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"184";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"SIAS";"self-report";25,8;10,1;11;29,8;16;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,8;14,8;11;33;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SIAS_post_NA_self-report_Exposure_wlc_Exposure_wlc";0,29031600881864;0,439416147911176;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"185";"Mattick, 1989";"cbt";"wlc";"cbt";"wlc";"msd";"SPS";"self-report";24;12,4;11;37,6;16,5;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,9;6,2;11;37;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SPS_post_NA_self-report_cbt_wlc_cbt_wlc";0,901192429466144;0,460316107092003;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"186";"Mattick, 1989";"Other psy";"wlc";"CT";"wlc";"msd";"SPS";"self-report";26,6;10,7;11;37,6;16,5;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,7;19,1;11;37;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SPS_post_NA_self-report_CT_wlc_CT_wlc";0,767683508490652;0,454020516659894;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"187";"Mattick, 1989";"Exposure";"wlc";"Exposure";"wlc";"msd";"SPS";"self-report";26,1;7,7;11;37,6;16,5;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,4;9,5;11;37;16,9;10;NA;NA;NA;NA;1989;6;"post";"n";"grp";"grp";"6";"Australia";"adul";"41.63";0,535;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Mattick_1989_msd_SPS_post_NA_self-report_Exposure_wlc_Exposure_wlc";0,872336800412505;0,458877739026561;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"188";"Mersch, 1995";"Other psy";"wlc";NA;NA;"msd";"FNE";"self-report";39,17;8,4;20;42,14;9,06;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47,64;9,22;24;42,93;9,97;10;"24";"12";"4";"2";1995;15;"post";"n";"ind";"ind";"14";"Europe";"adul";"35.6";0,324;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mersch_1995_msd_FNE_post_NA_self-report_otherpsy_wlc_NA_NA";0,335326607749649;0,389845644269931;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"189";"Mersch, 1995";"Other psy";"wlc";NA;NA;"msd";"FQ";"self-report";17,28;5,33;20;22,27;4,89;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,94;6,48;24;23,07;5,74;10;"24";"12";"4";"2";1995;15;"post";"n";"ind";"ind";"14";"Europe";"adul";"35.6";0,324;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mersch_1995_msd_FQ_post_NA_self-report_otherpsy_wlc_NA_NA";0,935003399180495;0,406683216734356;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"190";"Mersch, 1995";"Other psy";"wlc";NA;NA;"msd";"SASSI";"self-report";33,96;11,19;20;45,73;20,58;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,57;14,65;24;49,12;16,09;10;"24";"12";"4";"2";1995;15;"post";"n";"ind";"ind";"14";"Europe";"adul";"35.6";0,324;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mersch_1995_msd_SASSI_post_NA_self-report_otherpsy_wlc_NA_NA";0,770155082276647;0,400552715590142;NA;"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 "
"191";"Mörtberg, 2006";"cbt";"wlc";NA;NA;"other stat";"LSAS-SR";"self-report";NA;NA;12;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3132;0,453;NA;NA;"LSAS (F(1, 21) = 11.1, P < .01)";NA;NA;NA;NA;NA;13;"13";"13";"1";"1";2006;3;"post";"n";"grp";"grp";NA;"Europe";"adul";"33.35";0,654;"clin";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mörtberg_2006_otherstat_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA";1,3132;0,453;"Intesivive day long session with a break, a morning and afternoon session seperately.";"Mortberg, E., Karlsson, A., Fyring, C., & Sundin, O. (2006). Intensive cognitive-behavioral group treatment (CBGT) of social phobia: a randomized controlled study. J Anxiety Disord, 20(5), 646-660. https://doi.org/10.1016/j.janxdis.2005.07.005 "
"192";"Mörtberg, 2006";"cbt";"wlc";NA;NA;"other stat";"SIAS";"self-report";NA;NA;12;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8078;0,4257;NA;NA;"SIAS (F(1, 21) = 4.2, P < .05)";NA;NA;NA;NA;NA;13;"13";"13";"1";"1";2006;3;"post";"n";"grp";"grp";NA;"Europe";"adul";"33.35";0,654;"clin";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mörtberg_2006_otherstat_SIAS_post_NA_self-report_cbt_wlc_NA_NA";0,8078;0,4257;"Intesivive day long session with a break, a morning and afternoon session seperately.";"Mortberg, E., Karlsson, A., Fyring, C., & Sundin, O. (2006). Intensive cognitive-behavioral group treatment (CBGT) of social phobia: a randomized controlled study. J Anxiety Disord, 20(5), 646-660. https://doi.org/10.1016/j.janxdis.2005.07.005 "
"193";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"FNE";"self-report";21,5;7,2;35;21,9;8,7;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,5;6,5;35;22,7;8;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_FNE_post_NA_self-report_cbt_cau_cbt(grp)_wlc";0,0496615771283096;0,242678829172699;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"194";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"FNE";"self-report";18,5;7,4;32;21,9;8,7;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,3;4,8;32;22,7;8;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_FNE_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,415429677007022;0,25082443103761;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"195";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"FQ-sp";"self-report";15,5;7,1;35;18,7;8,4;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,7;6,7;35;21,5;7,3;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_FQsp_post_NA_self-report_cbt_cau_cbt(grp)_wlc";0,407795641289713;0,245205248087721;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"196";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"FQ-sp";"self-report";14,6;7,6;32;18,7;8,4;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,3;8,6;32;21,5;7,3;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_FQsp_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,505342810888644;0,252121475669184;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"197";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"LSAS-SR";"self-report";52,5;19,4;35;65,5;25,7;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68,1;20,9;35;71,8;23,5;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_LSAS-SR_post_NA_self-report_cbt_cau_cbt(grp)_wlc";0,566798513197099;0,247571193533142;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
